订单编号,日期,地区,城市,品类,销售员,客户类型,单价,数量,销售额,折扣率
SO-2025-02774,2025-03-30,华南,广州,办公用品,赵磊,老客,483.15,2.0,966.3,0.2992
SO-2025-00729,2025-02-21,华北,天津,数码配件,黄霞,老客,542.42,5.0,2712.1,0.2179
SO-2025-04788,2025-01-02,华东,南京,家居生活,徐鹏,老客,2441.49,5.0,12207.45,0.1018
SO-2025-02787,2025-01-27,华北,北京,家居生活,杨帆,新客,2449.96,5.0,12249.8,0.2046
SO-2025-03611,2025-05-15,华北,天津,数码配件,杨帆,老客,2024.93,20.0,40498.6,0.1832
SO-2025-03708,2025-02-21,华北,北京,家居生活,张伟,老客,1445.08,20.0,28901.6,0.1768
SO-2025-03766,2025-06-04,华北,北京,数码配件,赵磊,新客,2587.26,17.0,43983.42,0.0929
SO-2025-03500,2025-05-28,华北,北京,家居生活,李娜,新客,741.11,3.0,2223.33,0.0752
SO-2025-00698,2025-01-27,华南,深圳,数码配件,周涛,老客,2449.85,6.0,14699.1,0.2375
SO-2025-04305,2025-02-24,华东,南京,数码配件,杨帆,新客,86.01,20.0,1720.2,0.1307
SO-2025-02332,2025-04-28,西南,重庆,数码配件,吴倩,新客,2442.44,14.0,34194.16,0.0166
SO-2025-03460,2025-06-23,华北,天津,办公用品,吴倩,新客,897.47,17.0,15256.99,0.1551
SO-2025-01175,2025-04-18,华南,广州,数码配件,李娜,老客,2026.08,10.0,20260.8,0.2266
SO-2025-03203,2025-03-14,华南,广州,数码配件,王强,新客,761.79,3.0,2285.37,0.1441
SO-2025-01641,2025-04-02,华东,南京,家居生活,王强,新客,2945.68,14.0,41239.52,0.0
SO-2025-00316,2025-03-12,华北,北京,数码配件,杨帆,老客,561.7,11.0,6178.7,0.0
SO-2025-03660,2025-02-23,华东,南京,办公用品,杨帆,老客,1158.7,5.0,5793.5,0.0522
SO-2025-02628,2025-03-02,华东,上海,办公用品,吴倩,老客,1573.85,9.0,14164.65,0.2855
SO-2025-04240,2025-01-24,西南,重庆,数码配件,王强,老客,1501.5,1.0,1501.5,0.2284
SO-2025-04456,2025-03-22,华东,南京,家居生活,吴倩,新客,2332.48,20.0,46649.6,0.1406
SO-2025-03154,2025-02-17,华东,南京,办公用品,赵磊,老客,2041.4,18.0,36745.2,0.2493
SO-2025-04168,2025-02-04,华北,天津,数码配件,杨帆,老客,352.18,1.0,352.18,0.0022
SO-2025-01681,2025-03-23,西南,成都,办公用品,李娜,老客,1739.48,14.0,24352.72,0.1994
SO-2025-04048,2025-05-22,华北,天津,办公用品,张伟,新客,1039.68,15.0,15595.2,0.2805
SO-2025-03569,2025-05-26,华东,杭州,办公用品,赵磊,老客,2467.38,12.0,29608.56,0.1613
SO-2025-03117,2025-05-02,华南,深圳,数码配件,李娜,新客,2938.38,1.0,2938.38,0.2688
SO-2025-01378,2025-06-07,华南,广州,办公用品,周涛,新客,1868.77,11.0,20556.47,0.1806
SO-2025-00471,2025-04-22,华北,天津,办公用品,孙丽,新客,1226.49,16.0,19623.84,0.1804
SO-2025-04922,2025-05-03,华东,上海,数码配件,杨帆,老客,1128.9,5.0,5644.5,0.2772
SO-2025-02833,2025-04-29,西南,成都,办公用品,张伟,新客,1325.52,1.0,1325.52,0.0205
SO-2025-03177,2025-06-06,华北,天津,家居生活,杨帆,新客,2036.45,11.0,22400.95,0.0645
SO-2025-00960,2025-06-01,华北,天津,家居生活,赵磊,老客,978.15,20.0,19563.0,0.0212
SO-2025-02311,2025-02-01,华东,上海,办公用品,王强,新客,706.02,1.0,706.02,0.1919
SO-2025-04215,2025-01-11,华东,杭州,家居生活,赵磊,老客,697.45,1.0,697.45,0.1482
SO-2025-00487,2025-04-25,华东,上海,家居生活,赵磊,老客,584.62,17.0,9938.54,0.2942
SO-2025-00260,2025-03-15,华东,上海,办公用品,周涛,新客,2253.87,9.0,20284.83,0.0887
SO-2025-00151,2025-06-28,西南,成都,办公用品,陈静,老客,934.45,17.0,15885.65,0.0061
SO-2025-01752,2025-05-09,西南,重庆,数码配件,吴倩,新客,1518.8,14.0,21263.2,0.1822
SO-2025-03653,2025-01-12,华东,上海,家居生活,刘敏,新客,2359.63,17.0,40113.71,0.2889
SO-2025-01867,2025-06-21,华东,上海,家居生活,周涛,老客,2124.74,20.0,42494.8,0.0153
SO-2025-03716,2025-01-12,华南,深圳,家居生活,李娜,老客,1280.81,10.0,12808.1,0.0401
SO-2025-04353,2025-05-26,华东,上海,家居生活,赵磊,新客,2793.14,11.0,30724.54,0.0
SO-2025-04230,2025-03-14,东北,大连,家居生活,陈静,老客,1267.88,20.0,25357.6,0.2828
SO-2025-04645,2025-05-20,东北,沈阳,办公用品,陈静,老客,1160.43,17.0,19727.31,0.0
SO-2025-03136,2025-02-18,西南,重庆,家居生活,王强,新客,1560.24,3.0,4680.72,0.2593
SO-2025-00850,2025-02-14,华东,上海,家居生活,杨帆,新客,2076.92,5.0,10384.6,0.1899
SO-2025-00883,2025-05-23,华北,天津,办公用品,杨帆,老客,39.05,7.0,273.35,0.299
SO-2025-04325,2025-01-23,华北,天津,办公用品,吴倩,新客,776.82,2.0,1553.64,0.0432
SO-2025-00692,2025-05-24,华东,南京,办公用品,赵磊,新客,886.45,19.0,16842.55,0.0858
SO-2025-04615,2025-06-25,华东,南京,办公用品,张伟,新客,947.56,8.0,7580.48,0.066
SO-2025-02778,2025-03-14,华东,杭州,办公用品,徐鹏,新客,2767.2,10.0,27672.0,0.2866
SO-2025-02540,2025-03-02,华北,天津,办公用品,徐鹏,老客,408.85,6.0,2453.1,0.1537
SO-2025-04923,2025-04-27,西南,重庆,办公用品,李娜,老客,2405.15,4.0,9620.6,0.1917
SO-2025-04938,2025-02-22,华南,广州,数码配件,陈静,新客,1597.41,4.0,6389.64,0.0132
SO-2025-00737,2025-06-24,华东,南京,数码配件,李娜,老客,2175.72,19.0,41338.68,0.1062
SO-2025-00507,2025-01-31,西南,重庆,家居生活,李娜,老客,1106.88,3.0,3320.64,0.1198
SO-2025-03417,2025-02-02,西南,重庆,数码配件,张伟,老客,803.87,14.0,11254.18,0.0
SO-2025-00017,2025-05-23,华东,南京,数码配件,徐鹏,老客,1417.95,10.0,14179.5,0.2344
SO-2025-00682,2025-06-12,华东,南京,数码配件,张伟,新客,1004.99,2.0,2009.98,0.0495
SO-2025-00468,2025-02-10,华东,南京,办公用品,张伟,新客,74.65,16.0,1194.4,0.0
SO-2025-02788,2025-03-05,东北,沈阳,数码配件,王强,老客,99.73,11.0,1097.03,0.2509
SO-2025-01666,2025-05-20,西南,成都,数码配件,刘敏,老客,2860.19,20.0,57203.8,0.1089
SO-2025-01179,2025-01-06,华东,杭州,数码配件,吴倩,老客,640.37,6.0,3842.22,0.0
SO-2025-03411,2025-02-13,华东,杭州,数码配件,李娜,老客,1597.01,4.0,6388.04,0.1221
SO-2025-02690,2025-05-05,东北,大连,家居生活,陈静,新客,403.46,,,0.0218
SO-2025-02698,2025-03-12,华北,天津,数码配件,刘敏,老客,601.15,20.0,12023.0,0.1824
SO-2025-01033,2025-01-28,东北,沈阳,家居生活,周涛,新客,2277.05,12.0,27324.6,0.2982
SO-2025-02251,2025-06-02,西南,成都,家居生活,黄霞,老客,249.88,4.0,999.52,0.0345
SO-2025-02516,2025-06-30,华东,南京,数码配件,吴倩,老客,2118.94,14.0,29665.16,0.2716
SO-2025-02769,2025-03-09,东北,沈阳,办公用品,赵磊,老客,1855.38,6.0,11132.28,0.2206
SO-2025-01384,2025-02-07,东北,沈阳,数码配件,周涛,老客,2418.75,8.0,19350.0,0.25
SO-2025-03379,2025-03-27,东北,沈阳,家居生活,徐鹏,老客,2368.46,13.0,30789.98,0.1396
SO-2025-03096,2025-01-08,华东,上海,办公用品,吴倩,新客,1991.44,13.0,25888.72,0.0943
SO-2025-04563,2025-06-14,西南,成都,家居生活,黄霞,老客,2800.4,8.0,22403.2,0.1639
SO-2025-01985,2025-01-27,东北,大连,办公用品,吴倩,老客,964.45,2.0,1928.9,0.2353
SO-2025-00499,2025-03-18,华北,天津,家居生活,陈静,新客,2179.69,19.0,41414.11,0.1511
SO-2025-01676,2025-03-29,华南,深圳,数码配件,张伟,老客,538.46,13.0,6999.98,0.0655
SO-2025-03492,2025-04-03,西南,成都,数码配件,周涛,新客,1330.38,10.0,13303.8,0.2471
SO-2025-02505,2025-06-03,华东,杭州,办公用品,徐鹏,老客,1519.85,8.0,12158.8,0.2993
SO-2025-03099,2025-04-07,华东,上海,家居生活,张伟,新客,2525.54,14.0,35357.56,0.1128
SO-2025-00155,2025-04-28,华南,广州,家居生活,孙丽,老客,2257.44,6.0,13544.64,0.211
SO-2025-01428,2025-05-22,西南,重庆,办公用品,王强,新客,2527.72,8.0,20221.76,0.2483
SO-2025-03510,2025-05-31,东北,大连,数码配件,吴倩,老客,2295.44,18.0,41317.92,0.2913
SO-2025-04257,2025-04-21,华北,天津,办公用品,周涛,老客,2741.31,10.0,27413.1,0.0
SO-2025-02486,2025-03-16,西南,成都,家居生活,徐鹏,老客,1937.25,10.0,19372.5,0.2143
SO-2025-02805,2025-04-07,华东,上海,数码配件,黄霞,老客,2288.2,11.0,25170.2,0.1852
SO-2025-04343,2025-04-21,华东,杭州,数码配件,王强,老客,2496.06,14.0,34944.84,0.0513
SO-2025-03321,2025-03-25,华北,北京,办公用品,杨帆,老客,1259.18,9.0,11332.62,0.1825
SO-2025-02394,2025-06-25,华南,深圳,数码配件,黄霞,老客,964.52,15.0,14467.8,0.0873
SO-2025-01833,2025-06-02,华东,南京,数码配件,徐鹏,老客,586.43,14.0,8210.02,0.0238
SO-2025-03385,2025-05-28,华南,深圳,办公用品,周涛,新客,727.39,14.0,10183.46,0.0351
SO-2025-01055,2025-01-01,华南,广州,办公用品,杨帆,老客,2915.95,3.0,8747.85,0.0835
SO-2025-01203,2025-06-18,华南,广州,办公用品,王强,老客,913.67,15.0,13705.05,0.076
SO-2025-04557,2025-01-12,华南,深圳,家居生活,孙丽,老客,118.6,,,0.132
SO-2025-02038,2025-02-08,华南,深圳,数码配件,孙丽,新客,945.0,9.0,8505.0,0.0
SO-2025-02105,2025-05-26,华南,深圳,家居生活,张伟,老客,819.44,16.0,13111.04,0.068
SO-2025-03565,2025-04-06,西南,重庆,办公用品,周涛,老客,602.93,7.0,4220.51,0.1889
SO-2025-04480,2025-04-19,华北,天津,数码配件,杨帆,老客,96.89,12.0,1162.68,0.2922
SO-2025-03743,2025-06-19,华北,天津,数码配件,陈静,老客,2054.13,10.0,20541.3,0.0
SO-2025-00646,2025-05-21,华东,杭州,办公用品,黄霞,老客,1162.07,1.0,1162.07,0.1488
SO-2025-00805,2025-01-07,华东,杭州,办公用品,吴倩,老客,2325.87,12.0,27910.44,0.2876
SO-2025-03418,2025-04-14,华东,杭州,家居生活,孙丽,老客,2622.95,11.0,28852.45,0.0
SO-2025-00564,2025-05-06,华南,深圳,家居生活,黄霞,老客,610.75,12.0,7329.0,0.065
SO-2025-03631,2025-06-07,东北,沈阳,办公用品,李娜,老客,2876.58,2.0,5753.16,0.0469
SO-2025-04404,2025-01-20,华北,天津,办公用品,赵磊,老客,188.3,17.0,3201.1,0.0
SO-2025-02135,2025-01-30,华北,北京,办公用品,李娜,老客,255.19,18.0,4593.42,0.0289
SO-2025-02918,2025-04-20,华东,上海,办公用品,孙丽,老客,1264.71,14.0,17705.94,0.2893
SO-2025-02148,2025-01-04,西南,成都,办公用品,陈静,新客,1659.19,3.0,4977.57,0.2818
SO-2025-01554,2025-04-19,华东,南京,家居生活,吴倩,老客,2947.19,11.0,32419.09,0.1232
SO-2025-04513,2025-04-23,华东,杭州,办公用品,刘敏,老客,2008.87,6.0,12053.22,0.1236
SO-2025-04336,2025-02-14,华东,杭州,数码配件,孙丽,老客,1110.91,9.0,9998.19,0.1828
SO-2025-04452,2025-01-10,华南,深圳,办公用品,徐鹏,老客,2368.07,,,0.2743
SO-2025-04742,2025-06-03,西南,成都,数码配件,赵磊,新客,1458.0,2.0,2916.0,0.1173
SO-2025-01763,2025-02-25,华东,上海,家居生活,杨帆,新客,1417.46,18.0,25514.28,0.1986
SO-2025-02250,2025-01-05,华北,北京,家居生活,刘敏,老客,764.12,20.0,15282.4,0.0313
SO-2025-04233,2025-03-23,西南,成都,办公用品,陈静,老客,2176.96,3.0,6530.88,0.0835
SO-2025-03027,2025-02-17,西南,重庆,数码配件,孙丽,新客,1738.66,17.0,29557.22,0.2582
SO-2025-01226,2025-01-24,华北,天津,家居生活,孙丽,老客,1801.7,8.0,14413.6,0.0
SO-2025-03955,2025-01-16,华南,广州,办公用品,徐鹏,老客,628.75,1.0,628.75,0.1504
SO-2025-04200,2025-02-25,华东,南京,办公用品,孙丽,老客,204.84,15.0,3072.6,0.0316
SO-2025-03022,2025-01-23,华北,北京,办公用品,刘敏,新客,1593.44,7.0,11154.08,0.165
SO-2025-03161,2025-03-22,东北,大连,数码配件,杨帆,老客,2339.17,13.0,30409.21,0.2812
SO-2025-04290,2025-04-23,华东,杭州,数码配件,王强,新客,1853.29,9.0,16679.61,0.0
SO-2025-02588,2025-03-09,华北,天津,办公用品,刘敏,老客,649.77,,,0.2804
SO-2025-03386,2025-02-17,华北,天津,数码配件,杨帆,老客,1034.77,17.0,17591.09,0.1028
SO-2025-02650,2025-05-28,东北,沈阳,数码配件,吴倩,新客,830.58,19.0,15781.02,0.1394
SO-2025-02366,2025-05-02,华东,杭州,办公用品,陈静,老客,988.91,14.0,13844.74,0.2185
SO-2025-02965,2025-02-16,华北,天津,家居生活,吴倩,老客,898.3,11.0,9881.3,0.0261
SO-2025-01337,2025-02-26,华南,深圳,数码配件,杨帆,老客,2357.0,5.0,11785.0,0.2638
SO-2025-04856,2025-02-09,华北,北京,家居生活,赵磊,老客,2403.55,3.0,7210.65,0.2453
SO-2025-01783,2025-02-14,华东,杭州,办公用品,徐鹏,新客,575.81,9.0,5182.29,0.0819
SO-2025-02292,2025-05-22,华南,广州,办公用品,孙丽,老客,2924.23,2.0,5848.46,0.173
SO-2025-01602,2025-04-19,华南,深圳,数码配件,杨帆,新客,1646.5,3.0,4939.5,0.1651
SO-2025-03442,2025-02-19,华东,上海,数码配件,赵磊,新客,923.56,6.0,5541.36,0.1782
SO-2025-03107,2025-01-24,华南,广州,家居生活,吴倩,新客,2959.93,20.0,59198.6,0.0
SO-2025-02162,2025-05-26,华北,北京,办公用品,陈静,新客,1453.57,6.0,8721.42,0.2113
SO-2025-03911,2025-04-09,华北,北京,办公用品,王强,新客,892.22,6.0,5353.32,0.0344
SO-2025-02553,2025-01-16,东北,沈阳,数码配件,杨帆,新客,44.17,10.0,441.7,0.2886
SO-2025-00021,2025-03-21,华北,北京,办公用品,张伟,老客,2961.4,19.0,56266.6,0.1068
SO-2025-01699,2025-02-21,华南,深圳,数码配件,周涛,老客,491.48,8.0,3931.84,0.2084
SO-2025-00982,2025-03-01,华南,深圳,家居生活,周涛,老客,2916.35,2.0,5832.7,0.2588
SO-2025-03608,2025-03-27,华东,上海,数码配件,陈静,老客,1831.82,11.0,20150.02,0.1118
SO-2025-01998,2025-03-27,西南,成都,家居生活,徐鹏,新客,1270.14,1.0,1270.14,0.0215
SO-2025-03415,2025-06-04,华东,杭州,家居生活,孙丽,老客,278.09,7.0,1946.63,0.163
SO-2025-03750,2025-03-19,华东,杭州,数码配件,赵磊,新客,1129.65,16.0,18074.4,0.0383
SO-2025-00704,2025-02-26,华东,杭州,办公用品,孙丽,老客,2544.62,10.0,25446.2,0.2777
SO-2025-02219,2025-02-24,华东,杭州,办公用品,刘敏,新客,838.5,17.0,14254.5,0.1003
SO-2025-03308,2025-01-19,华南,广州,办公用品,孙丽,新客,1701.77,15.0,25526.55,0.0373
SO-2025-03814,2025-02-04,华北,天津,办公用品,吴倩,老客,1398.13,9.0,12583.17,0.2826
SO-2025-01176,2025-06-27,华北,天津,家居生活,吴倩,老客,2083.96,13.0,27091.48,0.0157
SO-2025-04584,2025-04-09,华南,广州,家居生活,赵磊,新客,942.53,18.0,16965.54,0.1055
SO-2025-03642,2025-03-15,西南,重庆,数码配件,孙丽,老客,394.31,17.0,6703.27,0.1227
SO-2025-03578,2025-01-30,华南,广州,办公用品,王强,老客,1280.77,10.0,12807.7,0.198
SO-2025-04075,2025-06-11,华北,天津,办公用品,孙丽,新客,2436.83,2.0,4873.66,0.0
SO-2025-03181,2025-03-17,华东,上海,家居生活,杨帆,新客,117.68,19.0,2235.92,0.0
SO-2025-00763,2025-05-13,华东,南京,家居生活,周涛,老客,1042.84,8.0,8342.72,0.0484
SO-2025-02851,2025-04-15,华北,北京,数码配件,赵磊,老客,283.79,7.0,1986.53,0.1654
SO-2025-02196,2025-02-16,华东,上海,数码配件,杨帆,老客,2997.59,3.0,8992.77,0.0213
SO-2025-03268,2025-02-17,东北,沈阳,家居生活,王强,新客,2967.65,5.0,14838.25,0.134
SO-2025-04656,2025-01-08,西南,成都,家居生活,陈静,老客,2202.28,4.0,8809.12,0.2397
SO-2025-03971,2025-01-29,华东,杭州,办公用品,周涛,新客,2885.17,15.0,43277.55,0.0
SO-2025-02060,2025-05-01,东北,沈阳,数码配件,李娜,老客,1625.23,20.0,32504.6,0.2574
SO-2025-02351,2025-06-17,西南,重庆,数码配件,孙丽,老客,1494.0,19.0,28386.0,0.2591
SO-2025-03095,2025-04-13,华东,杭州,数码配件,孙丽,新客,355.96,15.0,5339.4,0.0407
SO-2025-02562,2025-02-06,华南,深圳,家居生活,刘敏,老客,174.73,16.0,2795.68,0.1147
SO-2025-04519,2025-01-20,华东,上海,办公用品,杨帆,新客,2006.3,20.0,40126.0,0.2269
SO-2025-04828,2025-04-24,西南,重庆,办公用品,黄霞,新客,1938.68,4.0,7754.72,0.0332
SO-2025-03800,2025-03-07,华东,杭州,数码配件,刘敏,新客,1495.57,3.0,4486.71,0.2051
SO-2025-02577,2025-02-17,西南,成都,办公用品,李娜,新客,366.94,8.0,2935.52,0.2173
SO-2025-00968,2025-04-02,华北,北京,数码配件,孙丽,新客,2266.74,13.0,29467.62,0.1102
SO-2025-00673,2025-04-02,华南,深圳,数码配件,孙丽,老客,1542.29,20.0,30845.8,0.0298
SO-2025-02085,2025-06-08,华东,南京,家居生活,李娜,新客,2987.39,19.0,56760.41,0.117
SO-2025-01730,2025-05-07,东北,大连,办公用品,徐鹏,新客,93.56,8.0,748.48,0.0816
SO-2025-01281,2025-06-02,华北,北京,办公用品,周涛,老客,114.83,3.0,344.49,0.2193
SO-2025-01105,2025-04-03,西南,成都,数码配件,李娜,新客,411.11,3.0,1233.33,0.1269
SO-2025-03946,2025-03-09,华东,南京,家居生活,杨帆,老客,2895.33,17.0,49220.61,0.0656
SO-2025-03294,2025-04-13,华北,北京,办公用品,刘敏,老客,2730.02,17.0,46410.34,0.0151
SO-2025-01877,2025-04-16,华北,天津,办公用品,刘敏,新客,2182.54,20.0,43650.8,0.0554
SO-2025-01508,2025-06-05,华东,上海,数码配件,孙丽,老客,862.23,14.0,12071.22,0.1488
SO-2025-00989,2025-02-16,西南,重庆,数码配件,吴倩,老客,354.29,17.0,6022.93,0.0539
SO-2025-03248,2025-04-09,西南,重庆,数码配件,刘敏,老客,604.27,11.0,6646.97,0.0451
SO-2025-04653,2025-06-06,华东,南京,数码配件,徐鹏,老客,940.25,7.0,6581.75,0.0678
SO-2025-00539,2025-03-02,西南,成都,家居生活,李娜,老客,1341.59,5.0,6707.95,0.1952
SO-2025-03731,2025-01-25,东北,沈阳,家居生活,吴倩,新客,91.56,2.0,183.12,0.0298
SO-2025-04041,2025-01-05,华南,深圳,办公用品,刘敏,新客,2620.91,11.0,28830.01,0.0196
SO-2025-03347,2025-01-26,华南,广州,办公用品,赵磊,老客,2421.89,3.0,7265.67,0.1524
SO-2025-04533,2025-05-14,华北,北京,办公用品,张伟,老客,2986.78,9.0,26881.02,0.2895
SO-2025-03535,2025-02-28,西南,成都,家居生活,徐鹏,新客,84.74,20.0,1694.8,0.1752
SO-2025-00887,2025-04-09,华东,南京,数码配件,吴倩,新客,979.06,5.0,4895.3,0.0274
SO-2025-00018,2025-02-05,西南,重庆,办公用品,王强,新客,806.93,9.0,7262.37,0.2318
SO-2025-02474,2025-01-27,华北,天津,数码配件,陈静,老客,1200.24,16.0,19203.84,0.1469
SO-2025-01098,2025-04-01,西南,成都,数码配件,陈静,新客,2552.81,1.0,2552.81,0.0
SO-2025-04764,2025-05-23,华北,天津,数码配件,赵磊,新客,1868.31,4.0,7473.24,0.0742
SO-2025-03219,2025-03-28,华北,北京,数码配件,周涛,新客,2279.52,5.0,11397.6,0.1899
SO-2025-00337,2025-04-13,华南,广州,数码配件,陈静,新客,470.26,13.0,6113.38,0.0459
SO-2025-03876,2025-04-27,华东,杭州,家居生活,徐鹏,新客,1360.53,19.0,25850.07,0.2109
SO-2025-04490,2025-06-19,华北,天津,家居生活,吴倩,老客,1142.17,10.0,11421.7,0.1606
SO-2025-03003,2025-03-16,华南,广州,数码配件,周涛,新客,2630.13,17.0,44712.21,0.2875
SO-2025-00330,2025-03-02,华南,广州,家居生活,周涛,老客,2373.7,15.0,35605.5,0.0528
SO-2025-01714,2025-03-06,华东,杭州,办公用品,刘敏,新客,1660.87,5.0,8304.35,0.1833
SO-2025-01667,2025-03-31,华东,杭州,办公用品,刘敏,老客,2172.8,18.0,39110.4,0.1252
SO-2025-01549,2025-05-19,华东,上海,办公用品,黄霞,老客,767.07,14.0,10738.98,0.182
SO-2025-01334,2025-06-16,东北,大连,办公用品,赵磊,老客,1647.12,16.0,26353.92,0.2547
SO-2025-02259,2025-01-07,华北,北京,办公用品,杨帆,老客,2059.15,13.0,26768.95,0.0807
SO-2025-03533,2025-03-06,华东,南京,数码配件,吴倩,老客,1896.88,6.0,11381.28,0.0321
SO-2025-00770,2025-05-15,华东,上海,数码配件,张伟,老客,60.8,13.0,790.4,0.1803
SO-2025-03403,2025-05-18,东北,大连,数码配件,徐鹏,新客,1436.03,20.0,28720.6,0.1113
SO-2025-03724,2025-04-28,西南,成都,办公用品,王强,新客,2098.89,10.0,20988.9,0.1676
SO-2025-04983,2025-01-01,华东,南京,家居生活,李娜,老客,420.74,20.0,8414.8,0.1722
SO-2025-01469,2025-02-18,华东,上海,数码配件,周涛,新客,724.27,17.0,12312.59,0.2798
SO-2025-03060,2025-01-07,华南,广州,办公用品,李娜,老客,1141.55,4.0,4566.2,0.2572
SO-2025-03917,2025-01-30,华北,北京,数码配件,赵磊,老客,518.26,7.0,3627.82,0.134
SO-2025-03475,2025-01-20,华北,天津,办公用品,黄霞,新客,1720.65,17.0,29251.05,0.0631
SO-2025-01288,2025-06-01,华北,北京,办公用品,徐鹏,新客,450.01,17.0,7650.17,0.1707
SO-2025-02581,2025-06-09,西南,重庆,办公用品,杨帆,老客,68.77,17.0,1169.09,0.1296
SO-2025-01597,2025-04-02,华东,杭州,办公用品,赵磊,新客,1210.21,19.0,22993.99,0.2876
SO-2025-02479,2025-06-24,东北,大连,办公用品,黄霞,老客,2387.45,3.0,7162.35,0.0
SO-2025-03657,2025-05-11,华北,天津,家居生活,孙丽,新客,2813.37,7.0,19693.59,0.0343
SO-2025-01871,2025-04-29,华北,天津,办公用品,杨帆,老客,747.11,11.0,8218.21,0.0772
SO-2025-03285,2025-04-17,华南,广州,家居生活,黄霞,老客,1887.84,14.0,26429.76,0.1954
SO-2025-03192,2025-03-05,华北,天津,办公用品,刘敏,新客,1176.0,4.0,4704.0,0.0083
SO-2025-02748,2025-06-15,华北,天津,办公用品,陈静,老客,208.92,7.0,1462.44,0.2483
SO-2025-01984,2025-01-16,华南,深圳,数码配件,赵磊,老客,1088.38,17.0,18502.46,0.1311
SO-2025-03277,2025-06-10,华北,天津,数码配件,刘敏,老客,832.84,7.0,5829.88,0.0097
